word,phonetic,meaning,part_of_speech,level
sin,/sɪn/,罪；犯罪,n.,B2
situated,/ˈsɪtʃuˌeɪtɪd/,位于；坐落于,adj.,B2
skeptical,/ˈskɛptɪkəl/,怀疑的,adj.,B2
sketch,/skɛtʃ/,素描；草图；概述,n.,B2
skip,/skɪp/,跳过；略过,v.,B2
slam,/slæm/,猛击；砰地关上,v.,B2
slap,/slæp/,拍打；掌掴,v.,B2
slash,/slæʃ/,砍；削减；斜线,v.,B2
slavery,/ˈsleɪvəri/,奴隶制,n.,B2
slot,/slɑt/,狭槽；位置；时段,n.,B2
smash,/smæʃ/,粉碎；猛撞,v.,B2
snap,/snæp/,突然折断；快照,v.,B2
soak,/soʊk/,浸泡；湿透,v.,B2
soar,/sɔr/,猛增；高飞,v.,B2
socialist,/ˈsoʊʃəlɪst/,社会主义者；社会主义的,adj.,B2
sole,/soʊl/,唯一的；脚底,adj.,B2
solely,/ˈsoʊlli/,仅仅；完全,adv.,B2
solidarity,/ˌsɑləˈdɛrəti/,团结；一致,n.,B2
solo,/ˈsoʊloʊ/,单独的；独奏,"adj., n.",B2
sophomore,/ˈsɑfmɔr/,大学二年级学生,n.,B2
sovereignty,/ˈsɑvrənti/,主权,n.,B2
spam,/spæm/,垃圾邮件；垃圾信息,n.,B2
span,/spæn/,跨度；持续时间；横跨,"v., n.",B2
spare,/spɛr/,备用的；多余的；抽出,v.,B2
spark,/spɑrk/,火花；引发,v.,B2
specialized,/ˈspɛʃəˌlaɪzd/,专业的；专门的,adj.,B2
specification,/ˌspɛsəfəˈkeɪʃən/,规格；说明,n.,B2
specimen,/ˈspɛsəmən/,样本；标本,n.,B2
spectacle,/ˈspɛktəkəl/,壮观场面；眼镜,n.,B2
spectrum,/ˈspɛktrəm/,范围；光谱,n.,B2
sphere,/sfɪr/,球体；领域,n.,B2
spin,/spɪn/,旋转；转动,"v., n.",B2
spine,/spaɪn/,脊柱；脊梁,n.,B2
spotlight,/ˈspɑtˌlaɪt/,聚光灯；关注焦点,n.,B2
spouse,/spaʊs/,配偶,n.,B2
spy,/spaɪ/,间谍；侦察,"n., v.",B2
squad,/skwɑd/,小队；班,n.,B2
squeeze,/skwiz/,挤压；压榨,v.,B2
stab,/stæb/,刺；刺伤,v.,B2
stability,/stəˈbɪləti/,稳定性,n.,B2
stabilize,/ˈsteɪbəˌlaɪz/,使稳定；稳定下来,v.,B2
stake,/steɪk/,股份；利害关系；赌注,n.,B2
standing,/ˈstændɪŋ/,地位；站立；长期的,adj.,B2
stark,/stɑrk/,鲜明的；严酷的；完全的,adj.,B2
statistical,/stəˈtɪstɪkəl/,统计的,adj.,B2
steer,/stɪr/,驾驶；引导,v.,B2
stem,/stɛm/,茎；源头；阻止,"n., v.",B2
stereotype,/ˈstɛriəˌtaɪp/,刻板印象,n.,B2
stimulus,/ˈstɪmjələs/,刺激；刺激物,n.,B2
stir,/stɝ/,搅拌；激起,v.,B2
storage,/ˈstɔrɪdʒ/,储存；存储空间,n.,B2
straightforward,/ˌstreɪtˈfɔrwərd/,简单明了的；直截了当的,adj.,B2
strain,/streɪn/,压力；拉伤；品种,n.,B2
strand,/strænd/,股；缕；滩,n.,B2
strategic,/strəˈtidʒɪk/,战略的；战略性的,adj.,B2
striking,/ˈstraɪkɪŋ/,引人注目的；显著的,adj.,B2
strip,/strɪp/,剥去；条；带,(long narrow piece) n.,B2
strive,/straɪv/,努力；奋斗,v.,B2
structural,/ˈstrʌktʃərəl/,结构的,adj.,B2
stumble,/ˈstʌmbəl/,绊倒；犯错,v.,B2
stun,/stʌn/,使震惊；使昏迷,v.,B2
submission,/səbˈmɪʃən/,提交；服从,n.,B2
subscriber,/səbˈskraɪbər/,订阅者；用户,n.,B2
subscription,/səbˈskrɪpʃən/,订阅；订阅费,n.,B2
subsidy,/ˈsʌbsədi/,补贴；津贴,n.,B2
substantial,/səbˈstænʃəl/,大量的；实质性的,adj.,B2
substantially,/səbˈstænʃəli/,大幅地；实质上,adv.,B2
substitute,/ˈsʌbstəˌtut/,替代；替代品,"n., v.",B2
substitution,/ˌsʌbstəˈtuʃən/,替代；替换,n.,B2
subtle,/ˈsʌtəl/,微妙的；细微的,adj.,B2
suburban,/səˈbɝbən/,郊区的,adj.,B2
succession,/səkˈsɛʃən/,连续；继承,n.,B2
successive,/səkˈsɛsɪv/,连续的；相继的,adj.,B2
successor,/səkˈsɛsər/,继任者；后继者,n.,B2
suck,/sʌk/,吸；糟糕,v.,B2
sue,/su/,起诉,v.,B2
suicide,/ˈsuəˌsaɪd/,自杀,n.,B2
suite,/swit/,套房；套装；套件,n.,B2
summit,/ˈsʌmɪt/,峰会；顶峰,n.,B2
superb,/suˈpɝb/,极好的；杰出的,adj.,B2
superintendent,/ˌsupərɪnˈtɛndənt/,主管；负责人,n.,B2
superior,/suˈpɪriər/,优越的；上级,adj.,B2
supervise,/ˈsupərˌvaɪz/,监督；管理,v.,B2
supervision,/ˌsupərˈvɪʒən/,监督；管理,n.,B2
supervisor,/ˈsupərˌvaɪzər/,主管；监督者,n.,B2
supplement,/ˈsʌpləmənt/,补充；补充物,"n., v.",B2
supportive,/səˈpɔrtɪv/,支持的；给予帮助的,adj.,B2
supposedly,/səˈpoʊzədli/,据说；据推测,adv.,B2
suppress,/səˈprɛs/,压制；抑制,v.,B2
supreme,/səˈprim/,最高的；至高无上的,adj.,B2
surge,/sɝdʒ/,激增；猛增,"n., v.",B2
surgical,/ˈsɝdʒɪkəl/,外科的；手术的,adj.,B2
surplus,/ˈsɝpləs/,剩余；过剩,n.,B2
surrender,/səˈrɛndər/,投降；放弃,v.,B2
surveillance,/sɝˈveɪləns/,监视；监控,n.,B2
suspension,/səˈspɛnʃən/,暂停；悬浮；停职,n.,B2
suspicion,/səˈspɪʃən/,怀疑；猜疑,n.,B2
suspicious,/səˈspɪʃəs/,可疑的；怀疑的,adj.,B2
sustain,/səˈsteɪn/,维持；支撑；承受,v.,B2
swing,/swɪŋ/,摇摆；挥动,"v., n.",B2
sword,/sɔrd/,剑,n.,B2
symbolic,/sɪmˈbɑlɪk/,象征性的,adj.,B2
syndrome,/ˈsɪndroʊm/,综合征,n.,B2
synthesis,/ˈsɪnθəsɪs/,综合；合成,n.,B2
systematic,/ˌsɪstəˈmætɪk/,系统的；有条理的,adj.,B2
tackle,/ˈtækəl/,处理；解决；擒抱,n.,B2
tactic,/ˈtæktɪk/,策略；战术,n.,B2
tactical,/ˈtæktɪkəl/,战术的,adj.,B2
taxpayer,/ˈtæksˌpeɪər/,纳税人,n.,B2
tempt,/tɛmpt/,诱惑；引诱,v.,B2
tenant,/ˈtɛnənt/,租户；房客,n.,B2
tender,/ˈtɛndər/,温柔的；嫩的；投标,adj.,B2
tenure,/ˈtɛnjər/,任期；任职；保有,n.,B2
terminal,/ˈtɝmənəl/,终端；终点；末期的,adj.,B2
terminate,/ˈtɝməˌneɪt/,终止；结束,v.,B2
terrain,/təˈreɪn/,地形,n.,B2
terrific,/təˈrɪfɪk/,极好的；非常棒的,adj.,B2
testify,/ˈtɛstəˌfaɪ/,作证；证明,v.,B2
testimony,/ˈtɛstəˌmoʊni/,证词；证明,n.,B2
texture,/ˈtɛkstʃər/,质地；纹理,n.,B2
thankfully,/ˈθæŋkfəli/,幸亏；感激地,adv.,B2
theatrical,/θiˈætrɪkəl/,戏剧的；夸张的,adj.,B2
theology,/θiˈɑlədʒi/,神学,n.,B2
theoretical,/ˌθiəˈrɛtɪkəl/,理论的,adj.,B2
thereafter,/ˌðɛrˈæftər/,此后；之后,adv.,B2
thereby,/ˌðɛrˈbaɪ/,从而；因此,adv.,B2
thoughtful,/ˈθɔtfəl/,体贴的；深思的,adj.,B2
thought-provoking,/ˈθɔt prəˌvoʊkɪŋ/,发人深省的；引人思考的,adj.,B2
integrated,/ˈɪntəˌɡreɪtɪd/,综合的；一体化的,adj.,B2
integration,/ˌɪntəˈɡreɪʃən/,整合；融合,n.,B2
integrity,/ɪnˈtɛɡrəti/,正直；完整性,n.,B2
intellectual,/ˌɪntəˈlɛktʃuəl/,知识分子；智力的,n.,B2
intensify,/ɪnˈtɛnsəˌfaɪ/,加强；加剧,v.,B2
intensity,/ɪnˈtɛnsəti/,强度；程度,n.,B2
intensive,/ɪnˈtɛnsɪv/,密集的；强化的,adj.,B2
intent,/ɪnˈtɛnt/,意图；目的；专心的,n.,B2
interactive,/ˌɪntərˈæktɪv/,互动的,adj.,B2
interface,/ˈɪntərˌfeɪs/,界面；接口,n.,B2
interfere,/ˌɪntərˈfɪr/,干涉；干扰,v.,B2
interference,/ˌɪntərˈfɪrəns/,干扰；干涉,n.,B2
interim,/ˈɪntərəm/,临时的；过渡时期,adj.,B2
interior,/ɪnˈtɪriər/,内部；室内的,"adj., n.",B2
intermediate,/ˌɪntərˈmidiət/,中间的；中级的,adj.,B2
intersection,/ˌɪntərˈsɛkʃən/,十字路口；交叉,n.,B2
intervene,/ˌɪntərˈvin/,干预；介入,v.,B2
intervention,/ˌɪntərˈvɛnʃən/,干预；介入,n.,B2
intimate,/ˈɪntəmət/,亲密的；私人的,adj.,B2
intriguing,/ɪnˈtriɡɪŋ/,有趣的；引人入胜的,adj.,B2
inventory,/ˈɪnvənˌtɔri/,库存；存货,n.,B2
investigator,/ɪnˈvɛstəˌɡeɪtər/,调查人员；研究者,n.,B2
invisible,/ɪnˈvɪzəbəl/,看不见的；无形的,adj.,B2
invoke,/ɪnˈvoʊk/,调用；援引,v.,B2
involvement,/ɪnˈvɑlvmənt/,参与；卷入,n.,B2
ironic,/aɪˈrɑnɪk/,讽刺的；出乎意料的,adj.,B2
ironically,/aɪˈrɑnɪkli/,讽刺地；具有讽刺意味地,adv.,B2
irony,/ˈaɪrəni/,讽刺；反讽,n.,B2
irrelevant,/ɪˈrɛləvənt/,无关的；不相关的,adj.,B2
isolation,/ˌaɪsəˈleɪʃən/,隔离；孤立,n.,B2
judicial,/dʒuˈdɪʃəl/,司法的；法庭的,adj.,B2
jurisdiction,/ˌdʒʊrəsˈdɪkʃən/,管辖权；司法管辖区,n.,B2
justification,/ˌdʒʌstəfəˈkeɪʃən/,理由；正当理由,n.,B2
keen,/kin/,热切的；敏锐的,adj.,B2
kidnap,/ˈkɪdˌnæp/,绑架,v.,B2
kidney,/ˈkɪdni/,肾脏,n.,B2
kingdom,/ˈkɪŋdəm/,王国,n.,B2
landlord,/ˈlændˌlɔrd/,房东,n.,B2
landmark,/ˈlændˌmɑrk/,地标；里程碑,n.,B2
lap,/læp/,大腿；膝部；一圈,n.,B2
large-scale,/ˌlɑrdʒ ˈskeɪl/,大规模的,adj.,B2
laser,/ˈleɪzər/,激光,n.,B2
latter,/ˈlætər/,后者的,"adj., n.",B2
lawmaker,/ˈlɔˌmeɪkər/,立法者,n.,B2
lawn,/lɔn/,草坪,n.,B2
lawsuit,/ˈlɔˌsut/,诉讼；官司,n.,B2
layout,/ˈleɪˌaʊt/,布局；版面,n.,B2
leak,/lik/,泄漏；泄露,"v., n.",B2
leap,/lip/,跳跃；飞跃,"v., n.",B2
legacy,/ˈlɛɡəsi/,遗产；遗留物,n.,B2
legendary,/ˈlɛdʒənˌdɛri/,传奇的,adj.,B2
legislation,/ˌlɛdʒəˈsleɪʃən/,立法；法律,n.,B2
legislative,/ˈlɛdʒəsˌleɪtɪv/,立法的,adj.,B2
legislature,/ˈlɛdʒəsˌleɪtʃər/,立法机构,n.,B2
legitimate,/ləˈdʒɪtəmət/,合法的；合理的,adj.,B2
lengthy,/ˈlɛŋθi/,冗长的；漫长的,adj.,B2
lesbian,/ˈlɛzbiən/,女同性恋者；女同性恋的,adj.,B2
lesser,/ˈlɛsər/,较小的；较少的,adj.,B2
lethal,/ˈliθəl/,致命的,adj.,B2
liable,/ˈlaɪəbəl/,可能的；负有法律责任的,adj.,B2
liberal,/ˈlɪbərəl/,自由主义的；宽松的,"adj., n.",B2
liberation,/ˌlɪbəˈreɪʃən/,解放,n.,B2
liberty,/ˈlɪbərti/,自由,n.,B2
lifelong,/ˈlaɪfˌlɔŋ/,终身的；毕生的,adj.,B2
likelihood,/ˈlaɪkliˌhʊd/,可能性,n.,B2
limb,/lɪm/,肢体；树枝,n.,B2
linear,/ˈlɪniər/,线性的,adj.,B2
lineup,/ˈlaɪnˌʌp/,阵容；名单,n.,B2
linger,/ˈlɪŋɡər/,逗留；徘徊,v.,B2
listing,/ˈlɪstɪŋ/,清单；列表,n.,B2
liter,/ˈlitər/,升,n.,B2
literacy,/ˈlɪtərəsi/,读写能力；素养,n.,B2
liver,/ˈlɪvər/,肝脏,n.,B2
lobby,/ˈlɑbi/,大厅；游说,"n., v.",B2
log,/lɔɡ/,日志；记录；原木,"n., v.",B2
logic,/ˈlɑdʒɪk/,逻辑,n.,B2
long-standing,/ˌlɔŋˈstændɪŋ/,长期存在的,adj.,B2
longtime,/ˈlɔŋˌtaɪm/,长期的；长久的,adj.,B2
loom,/lum/,隐约出现；织布机,v.,B2
loop,/lup/,循环；环,n.,B2
loyalty,/ˈlɔɪəlti/,忠诚,n.,B2
machinery,/məˈʃinəri/,机械；机器设备,n.,B2
magical,/ˈmædʒɪkəl/,神奇的；魔法的,adj.,B2
magnetic,/mæɡˈnɛtɪk/,磁性的；有吸引力的,adj.,B2
magnificent,/mæɡˈnɪfəsənt/,壮丽的；极好的,adj.,B2
magnitude,/ˈmæɡnəˌtud/,规模；大小；重要性,n.,B2
mainland,/ˈmeɪnˌlænd/,大陆；本土,n.,B2
mainstream,/ˈmeɪnˌstrim/,主流,"n., adj.",B2
maintenance,/ˈmeɪntənəns/,维护；保养,n.,B2
mandate,/ˈmændeɪt/,授权；命令；任期,n.,B2
mandatory,/ˈmændəˌtɔri/,强制性的；必须的,adj.,B2
manifest,/ˈmænəˌfɛst/,显示；表明；明显的,v.,B2
manipulate,/məˈnɪpjəˌleɪt/,操纵；控制,v.,B2
manipulation,/məˌnɪpjəˈleɪʃən/,操纵；控制,n.,B2
manuscript,/ˈmænjəˌskrɪpt/,手稿；原稿,n.,B2
march,/mɑrtʃ/,行军；前进；三月,"n., v.",B2
marginal,/ˈmɑrdʒənəl/,边缘的；微小的,adj.,B2
marine,/məˈrin/,海洋的；海军陆战队,adj.,B2
marketplace,/ˈmɑrkətˌpleɪs/,市场；交易平台,n.,B2
mask,/mæsk/,面具；掩盖,n.,B2
massacre,/ˈmæsəkər/,大屠杀；屠杀,n.,B2
mathematical,/ˌmæθəˈmætɪkəl/,数学的,adj.,B2
mature,/məˈtʃʊr/,成熟的；成熟,"adj., v.",B2
maximize,/ˈmæksəˌmaɪz/,最大化,v.,B2
meaningful,/ˈminɪŋfəl/,有意义的,adj.,B2
meantime,/ˈminˌtaɪm/,与此同时,n.,B2
medieval,/ˌmɛdiˈivəl/,中世纪的,adj.,B2
meditation,/ˌmɛdəˈteɪʃən/,冥想；沉思,n.,B2
melody,/ˈmɛlədi/,旋律,n.,B2
memo,/ˈmɛmoʊ/,备忘录,n.,B2
memoir,/ˈmɛmˌwɑr/,回忆录,n.,B2
memorial,/məˈmɔriəl/,纪念碑；纪念的,n.,B2
mentor,/ˈmɛntɔr/,导师；指导者,n.,B2
merchant,/ˈmɝtʃənt/,商人,n.,B2
mercy,/ˈmɝsi/,仁慈；怜悯,n.,B2
mere,/mɪr/,仅仅的；纯粹的,adj.,B2
merely,/ˈmɪrli/,仅仅；只是,adv.,B2
merge,/mɝdʒ/,合并；融合,v.,B2
merger,/ˈmɝrdʒər/,合并；兼并,n.,B2
merit,/ˈmɛrɪt/,优点；价值；值得,n.,B2
methodology,/ˌmɛθəˈdɑlədʒi/,方法论；方法,n.,B2
midst,/mɪdst/,中间；当中,n.,B2
migration,/maɪˈɡreɪʃən/,迁移；移民,n.,B2
militant,/ˈmɪlətənt/,激进分子；激进的,"n., adj.",B2
militia,/məˈlɪʃə/,民兵,n.,B2
mill,/mɪl/,磨坊；工厂,n.,B2
minimal,/ˈmɪnəməl/,最小的；最低限度的,adj.,B2
minimize,/ˈmɪnəˌmaɪz/,使最小化；降低,v.,B2
mining,/ˈmaɪnɪŋ/,采矿；挖掘,n.,B2
ministry,/ˈmɪnəstri/,部；政府部门；牧师职位,n.,B2
minute2,/maɪˈnut/,分钟,adj.,B2
miracle,/ˈmɪrəkəl/,奇迹,n.,B2
misery,/ˈmɪzəri/,痛苦；悲惨,n.,B2
misleading,/ˌmɪsˈlidɪŋ/,误导性的,adj.,B2
missile,/ˈmɪsəl/,导弹,n.,B2
mob,/mɑb/,暴徒；乌合之众,n.,B2
mobile,/ˈmoʊbəl/,移动的；手机,adj.,B2
mobility,/moʊˈbɪləti/,流动性；机动性,n.,B2
mobilize,/ˈmoʊbəˌlaɪz/,动员；调动,v.,B2
moderate,/ˈmɑdərət/,适度的；温和的,adj.,B2
modification,/ˌmɑdəfəˈkeɪʃən/,修改；调整,n.,B2
module,/ˈmɑdʒul/,模块,n.,B2
momentum,/moʊˈmɛntəm/,动力；势头,n.,B2
monk,/mʌŋk/,僧侣,n.,B2
monopoly,/məˈnɑpəli/,垄断,n.,B2
morality,/məˈræləti/,道德；道德观,n.,B2
motive,/ˈmoʊtɪv/,动机；原因,n.,B2
municipal,/mjuˈnɪsəpəl/,市政的；地方政府的,adj.,B2
mutual,/ˈmjutʃuəl/,相互的；共同的,adj.,B2
namely,/ˈneɪmli/,即；也就是,adv.,B2
nationwide,/ˈneɪʃənˌwaɪd/,全国范围的,adj.,B2
naval,/ˈneɪvəl/,海军的,adj.,B2
neglect,/nɪˈɡlɛkt/,忽视；疏忽,v.,B2
neighboring,/ˈneɪbərɪŋ/,邻近的,adj.,B2
nest,/nɛst/,巢；窝,n.,B2
newsletter,/ˈnuzˌlɛtər/,通讯；简报,n.,B2
niche,/nɪtʃ/,利基市场；细分领域,n.,B2
noble,/ˈnoʊbəl/,高尚的；贵族的,adj.,B2
nod,/nɑd/,点头,v.,B2
nominate,/ˈnɑməˌneɪt/,提名；任命,v.,B2
nomination,/ˌnɑməˈneɪʃən/,提名；任命,n.,B2
nominee,/ˌnɑməˈni/,被提名者,n.,B2
nonetheless,/ˌnʌnðəˈlɛs/,然而；尽管如此,adv.,B2
nonprofit,/ˌnɑnˈprɑfɪt/,非营利组织；非营利的,adj.,B2
nonsense,/ˈnɑnˌsɛns/,胡说；无意义的话,n.,B2
noon,/nun/,中午,n.,B2
notable,/ˈnoʊtəbəl/,值得注意的；著名的,adj.,B2
notably,/ˈnoʊtəbli/,尤其；显著地,adv.,B2
notify,/ˈnoʊtəˌfaɪ/,通知,v.,B2
notorious,/noʊˈtɔriəs/,臭名昭著的,adj.,B2
nursery,/ˈnɝsəri/,托儿所；苗圃,n.,B2
objection,/əbˈdʒɛkʃən/,反对；异议,n.,B2
oblige,/əˈblaɪdʒ/,迫使；帮忙,v.,B2
obsess,/əbˈsɛs/,使着迷；困扰,v.,B2
obsession,/əbˈsɛʃən/,痴迷；困扰,n.,B2
occasional,/əˈkeɪʒənəl/,偶尔的,adj.,B2
occurrence,/əˈkɝəns/,发生；事件,n.,B2
odds,/ɑdz/,可能性；赔率,n.,B2
offering,/ˈɔfərɪŋ/,提供；产品；供品,n.,B2
offspring,/ˈɔfˌsprɪŋ/,后代,n.,B2
operational,/ˌɑpəˈreɪʃənəl/,操作的；运营的,adj.,B2
opt,/ɑpt/,选择,v.,B2
optical,/ˈɑptɪkəl/,光学的,adj.,B2
optimism,/ˈɑptəˌmɪzəm/,乐观；乐观主义,n.,B2
oral,/ˈɔrəl/,口头的；口腔的,adj.,B2
organizational,/ˌɔrɡənəˈzeɪʃənəl/,组织的；机构的,adj.,B2
orientation,/ˌɔriɛnˈteɪʃən/,方向；培训；定位,n.,B2
originate,/əˈrɪdʒəˌneɪt/,起源；发起,v.,B2
outbreak,/ˈaʊtˌbreɪk/,爆发,n.,B2
outing,/ˈaʊtɪŋ/,短途旅行；外出,n.,B2
outlet,/ˈaʊtˌlɛt/,出口；经销店；发泄途径,n.,B2
outlook,/ˈaʊtˌlʊk/,前景；观点,n.,B2
outrage,/ˈaʊtˌreɪdʒ/,愤怒；暴行,"n., v.",B2
outsider,/ˌaʊtˈsaɪdər/,局外人；外部人士,n.,B2
overlook,/ˌoʊvərˈlʊk/,忽视；俯瞰,v.,B2
overly,/ˈoʊvərli/,过度地；太,adv.,B2
oversee,/ˌoʊvərˈsi/,监督；监管,v.,B2
overturn,/ˌoʊvərˈtɝn/,推翻；颠覆,v.,B2
overwhelm,/ˌoʊvərˈwɛlm/,压倒；使不知所措,v.,B2
overwhelming,/ˌoʊvərˈwɛlmɪŋ/,压倒性的；巨大的,adj.,B2
pad,/pæd/,垫子；衬垫,n.,B2
parameter,/pəˈræmətər/,参数；范围,n.,B2
parental,/pəˈrɛntəl/,父母的,adj.,B2
parliament,/ˈpɑrləmənt/,议会,n.,B2
partial,/ˈpɑrʃəl/,部分的；偏袒的,adj.,B2
partially,/ˈpɑrʃəli/,部分地,adv.,B2
passing,/ˈpæsɪŋ/,经过；通过；短暂的,n.,B2
passive,/ˈpæsɪv/,被动的,adj.,B2
pastor,/ˈpæstər/,牧师,n.,B2
patent,/ˈpætənt/,专利；专利权,n.,B2
pathway,/ˈpæθˌweɪ/,途径；路径,n.,B2
patrol,/pəˈtroʊl/,巡逻；巡逻队,"n., v.",B2
patron,/ˈpeɪtrən/,赞助人；顾客,n.,B2
peak,/pik/,顶峰；高峰,n.,B2
peasant,/ˈpɛzənt/,农民,n.,B2
peculiar,/pɪˈkjuljər/,奇怪的；独特的,adj.,B2
pension1,/ˈpɛnʃən/,养老金；退休金,n.,B2
persist,/pərˈsɪst/,坚持；持续,v.,B2
persistent,/pərˈsɪstənt/,持续的；执着的,adj.,B2
personnel,/ˌpɝsəˈnɛl/,人员,n.,B2
petition,/pəˈtɪʃən/,请愿；请愿书,n.,B2
philosopher,/fəˈlɑsəfər/,哲学家,n.,B2
philosophical,/ˌfɪləˈsɑfɪkəl/,哲学的,adj.,B2
pioneer,/ˌpaɪəˈnɪr/,先驱；开拓者,"n., v.",B2
pipeline,/ˈpaɪpˌlaɪn/,管道；渠道,n.,B2
pirate,/ˈpaɪrət/,海盗；盗版者,n.,B2
pit,/pɪt/,坑；深坑,n.,B2
plea,/pli/,请求；辩护,n.,B2
plead,/plid/,恳求；申辩,v.,B2
pledge,/plɛdʒ/,保证；承诺,"v., n.",B2
plug,/plʌɡ/,插头；堵塞；插入,"v., n.",B2
plunge,/plʌndʒ/,骤降；投入,v.,B2
pole,/poʊl/,杆；极；两极之一,n.,B2
poll,/poʊl/,民意调查；投票,n.,B2
pond,/pɑnd/,池塘,n.,B2
portfolio,/pɔrtˈfoʊlioʊ/,投资组合；作品集,n.,B2
portray,/pɔrˈtreɪ/,描绘；刻画,v.,B2
postpone,/poʊstˈpoʊn/,推迟,v.,B2
postwar,/ˌpoʊstˈwɔr/,战后的,adj.,B2
practitioner,/prækˈtɪʃənər/,从业者；执业者,n.,B2
preach,/pritʃ/,布道；宣扬,v.,B2
precedent,/ˈprɛsədənt/,先例,n.,B2
precision,/prɪˈsɪʒən/,精确；精度,n.,B2
predator,/ˈprɛdətər/,捕食者；掠夺者,n.,B2
predecessor,/ˈprɛdəˌsɛsər/,前任；前身,n.,B2
predominantly,/prɪˈdɑmənəntli/,主要地；占主导地,adv.,B2
pregnancy,/ˈprɛɡnənsi/,怀孕；妊娠,n.,B2
prejudice,/ˈprɛdʒədɪs/,偏见；损害,n.,B2
preliminary,/prɪˈlɪməˌnɛri/,初步的；预备的,adj.,B2
premier,/prɪˈmɪr/,首相；首要的,n.,B2
premise,/ˈprɛmɪs/,前提；假设,n.,B2
premium,/ˈprimiəm/,额外费用；保险费；高档的,n.,B2
prescribe,/prɪˈskraɪb/,开处方；规定,v.,B2
prescription,/prɪˈskrɪpʃən/,处方；规定,n.,B2
presently,/ˈprɛzəntli/,目前；不久,adv.,B2
preservation,/ˌprɛzərˈveɪʃən/,保护；保存,n.,B2
preside,/prɪˈzaɪd/,主持；担任主席,v.,B2
presidency,/ˈprɛzɪdənsi/,总统职位；总统任期,n.,B2
prestigious,/prɛˈstɪdʒəs/,有声望的；享有盛誉的,adj.,B2
presumably,/prɪˈzuməbli/,大概；推测起来,adv.,B2
presume,/prɪˈzum/,假定；推测,v.,B2
prevail,/prɪˈveɪl/,盛行；获胜,v.,B2
prevalence,/ˈprɛvələns/,普遍；流行程度,n.,B2
prevention,/prɪˈvɛnʃən/,预防；防止,n.,B2
prey,/preɪ/,猎物；捕食,n.,B2
privatization,/ˌpraɪvətəˈzeɪʃən/,私有化,n.,B2
privilege,/ˈprɪvəlɪdʒ/,特权；荣幸,n.,B2
probe,/proʊb/,调查；探查,"n., v.",B2
problematic,/ˌprɑbləˈmætɪk/,有问题的；棘手的,adj.,B2
proceeding,/prəˈsidɪŋ/,诉讼程序；进行,n.,B2
proceeds,/ˈproʊˌsidz/,收益；收入,n.,B2
processing,/ˈprɑˌsɛsɪŋ/,处理；加工,n.,B2
processor,/ˈprɑˌsɛsər/,处理器；处理程序,n.,B2
proclaim,/prəˈkleɪm/,宣布；宣告,v.,B2
productive,/prəˈdʌktɪv/,高效的；有生产力的,adj.,B2
productivity,/ˌproʊdʌkˈtɪvəti/,生产率；生产力,n.,B2
devastate,/ˈdɛvəˌsteɪt/,摧毁；使极度震惊,v.,B2
devil,/ˈdɛvəl/,魔鬼；恶魔,n.,B2
devise,/dɪˈvaɪz/,设计；想出,v.,B2
diagnose,/ˌdaɪəɡˈnoʊs/,诊断,v.,B2
diagnosis,/ˌdaɪəɡˈnoʊsɪs/,诊断,n.,B2
dictate,/ˈdɪkˌteɪt/,口述；规定,v.,B2
dictator,/ˈdɪkˌteɪtər/,独裁者,n.,B2
differentiate,/ˌdɪfərɛnʃiˈeɪt/,区分；使不同,v.,B2
dignity,/ˈdɪɡnəti/,尊严,n.,B2
dilemma,/dɪˈlɛmə/,困境；两难,n.,B2
dimension,/dɪˈmɛnʃən/,维度；方面,n.,B2
diminish,/dɪˈmɪnɪʃ/,减少；削弱,v.,B2
dip,/dɪp/,下降；浸；蘸,v.,B2
diplomat,/ˈdɪpləˌmæt/,外交官,n.,B2
diplomatic,/ˌdɪpləˈmætɪk/,外交的；圆滑的,n.,B2
directory,/dəˈrɛktəri/,目录；通讯录,n.,B2
disastrous,/dɪˈzæstrəs/,灾难性的,adj.,B2
discard,/dɪˈskɑrd/,丢弃；抛弃,v.,B2
discharge,/dɪsˈtʃɑrdʒ/,释放；排放；履行,v.,B2
disclose,/dɪsˈkloʊz/,披露；公开,v.,B2
disclosure,/dɪsˈkloʊʒər/,披露；公开,n.,B2
discourse,/ˈdɪskɔrs/,话语；论述,n.,B2
discretion,/dɪˈskrɛʃən/,谨慎；酌情决定权,n.,B2
discrimination,/dɪˌskrɪməˈneɪʃən/,歧视；区别,n.,B2
dismissal,/dɪsˈmɪsəl/,解雇；驳回,n.,B2
displace,/dɪsˈpleɪs/,取代；迫使离开,v.,B2
disposal,/dɪˈspoʊzəl/,处理；处置,n.,B2
dispose,/dɪˈspoʊz/,处理；处置,v.,B2
dispute,/dɪˈspjut/,争议；争端,"n., v.",B2
disrupt,/dɪsˈrʌpt/,扰乱；破坏,v.,B2
disruption,/dɪsˈrʌpʃən/,中断；扰乱,n.,B2
dissolve,/dɪˈzɑlv/,溶解；解散,v.,B2
distinction,/dɪˈstɪŋkʃən/,区别；荣誉,n.,B2
distinctive,/dɪˈstɪŋktɪv/,独特的；有特色的,adj.,B2
distort,/dɪˈstɔrt/,扭曲；歪曲,v.,B2
distress,/dɪˈstrɛs/,痛苦；困境,"n., v.",B2
disturbing,/dɪˈstɝbɪŋ/,令人不安的,adj.,B2
divert,/daɪˈvɝt/,转移；使转向,v.,B2
